Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
TRN_MG1655_stationary_5h_GlcM9_Rep2	7475051	3349871	967704	565834	0	0	0	0	73619	0	0	0	0	2273444	195746	48833	44.81402200466592	7475051.0	6909217.0	92.43	565834.0	7.57	TRN_MG1655_stationary_5h_GlcM9_Rep2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7475051.0	0.0	20-51	50.0	21.62238987642448	50.37903112634282	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	7481277	2285540	7481277	381545127	628674	377235523	1.129513573895022	0.0402	0.5257	0.4341		
TRN_MG1655_stationary_5h_GlcM9_S_Rep1	7614306	4437377	473474	600604	0	0	0	0	63999	0	0	0	0	1580762	336719	121371	58.2768409885287	7614306.0	7013702.0	92.11	600604.0	7.89	TRN_MG1655_stationary_5h_GlcM9_S_Rep1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7614306.0	0.0	20-51	50.0	22.9052384583715	50.48338574782784	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	warn	2.6	7619861	2526469	7619861	388612911	913134	384106622	1.1595829352154488	0.0478	0.4749	0.4774		
TRN_MG1655_stationary_5h_GlcM9_S_Rep2	6804718	3802677	605314	504395	0	0	0	0	67692	0	0	0	0	1434296	290897	99447	55.882947684239085	6804718.0	6300323.0	92.59	504395.0	7.41	TRN_MG1655_stationary_5h_GlcM9_S_Rep2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6804718.0	0.0	20-51	51.0	24.783633558311248	50.4613910525021	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	warn	2.6	6809832	2286153	6809832	347301432	844339	343090635	1.2124329507515534	0.048	0.4743	0.4777		
TRN_MG1655_stationary_8h_GlcM9_N_Rep1	6534819	2968448	771324	455777	0	0	0	0	75813	0	0	0	0	2061826	141162	60469	45.425098996621024	6534819.0	6079042.0	93.03	455777.0	6.97	TRN_MG1655_stationary_8h_GlcM9_N_Rep1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6534819.0	0.0	20-51	52.0	20.43381256022197	50.35413987747786	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	6541827	2054164	6541827	333633177	684293	329367047	1.2786887798032147	0.0339	0.5287	0.4374		
TRN_MG1655_stationary_8h_GlcM9_N_Rep2	8078509	3378893	1113464	696367	0	0	0	0	69604	0	0	0	0	2563364	184007	72810	41.82570075740462	8078509.0	7382142.0	91.38	696367.0	8.62	TRN_MG1655_stationary_8h_GlcM9_N_Rep2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8078509.0	0.0	20-51	51.0	25.075524012900317	50.379685285985325	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	8085957	2792102	8085957	412383807	1107775	407084501	1.285042213114833	0.0306	0.5365	0.4329		
TRN_MG1655_stationary_8h_GlcM9_Rep1	7713685	3062285	1328382	652680	0	0	0	0	75274	0	0	0	0	2400886	151610	42568	39.69937844233981	7713685.0	7061005.0	91.54	652680.0	8.46	TRN_MG1655_stationary_8h_GlcM9_Rep1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7713685.0	0.0	20-51	52.0	16.16033088263361	50.43416201206038	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	7720897	2660019	7720897	393765747	1064661	388578262	1.3174038218209976	0.0285	0.5295	0.442		
TRN_MG1655_stationary_8h_GlcM9_Rep2	6866944	2805619	995755	461825	0	0	0	0	69992	0	0	0	0	2324164	159911	49678	40.8568789843051	6866944.0	6405119.0	93.27	461825.0	6.73	TRN_MG1655_stationary_8h_GlcM9_Rep2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6866944.0	0.0	20-51	51.0	16.99484911560159	50.42900408100022	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	2.6	6872378	2175002	6872378	350491278	482585	346550160	1.1244553708979883	0.0318	0.5442	0.424		
TRN_MG1655_stationary_8h_GlcM9_S_Rep1	6979575	4123477	869411	442800	0	0	0	0	83740	0	0	0	0	1006122	324185	129840	59.07919894836004	6979575.0	6536775.0	93.66	442800.0	6.34	TRN_MG1655_stationary_8h_GlcM9_S_Rep1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6979575.0	0.0	20-51	50.0	24.632634304490757	50.44330793780424	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6985547	2138621	6985547	356262897	550336	352342614	1.10039047933751	0.0541	0.404	0.542		
TRN_MG1655_stationary_8h_GlcM9_S_Rep2	7117306	4332414	669362	556369	0	0	0	0	65021	0	0	0	0	1036938	319746	137456	60.87154324965092	7117306.0	6560937.0	92.18	556369.0	7.82	TRN_MG1655_stationary_8h_GlcM9_S_Rep2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7117306.0	0.0	20-51	48.0	31.61453903204859	50.41859461993063	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	2.6	7122949	2140085	7122949	363270399	585427	359500333	1.0378126074621346	0.0513	0.4098	0.5389		
YTF_YG_MG1655_24hr_1	17221850	726635	411635	14124950	0	0	0	0	3964	0	0	0	0	1900368	47183	7115	4.219262158246646	17221850.0	3096900.0	17.98	14124950.0	82.02	YTF_YG_MG1655_24hr_1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17221850.0	0.0	20-101	52.0	36.18548340925478	99.63117806739696	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	2.6	17238821	6517024	17238821	1741120921	2635890	1727859843	0.761640265190978	0.0096	0.6289	0.3616		
YTF_YG_MG1655_24hr_2	17281759	746715	332242	14060338	0	0	0	0	3685	0	0	0	0	2081286	50177	7316	4.320827526873856	17281759.0	3221421.0	18.64	14060338.0	81.36	YTF_YG_MG1655_24hr_2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17281759.0	0.0	20-101	52.0	34.01301823354106	99.61108357083327	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	2.6	17311966	4292861	17311966	1748508566	914828	1738558047	0.5690860881947775	0.0097	0.6581	0.3322		
YTF_YG_MG1655_24hr_3	20018935	763283	531779	16240951	0	0	0	0	3121	0	0	0	0	2421126	52588	6087	3.812805226651667	20018935.0	3777984.0	18.87	16240951.0	81.13	YTF_YG_MG1655_24hr_3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20018935.0	0.0	20-101	52.0	33.12453660429684	99.57745064859844	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	2.6	20033273	5017461	20033273	2023360573	1213551	2010532009	0.6340226339875409	0.0094	0.6425	0.348		
YTF_YG_MG1655_Glc_1	15907458	1146401	97701	13499382	0	0	0	0	17334	0	0	0	0	1069286	52057	25297	7.206688837399414	15907458.0	2408076.0	15.14	13499382.0	84.86	YTF_YG_MG1655_Glc_1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15907458.0	0.0	20-101	51.0	54.98724907382662	99.67924479197116	pass	pass	pass	fail	warn	pass	warn	warn	fail	pass	warn	2.6	15920268	4196895	15920268	1607947068	802364	1599895814	0.5007163581581282	0.0119	0.5862	0.4018		
YTF_YG_MG1655_Glc_2	17036650	1353784	81618	14724811	0	0	0	0	8587	0	0	0	0	783332	63301	21217	7.946303997558206	17036650.0	2311839.0	13.57	14724811.0	86.43	YTF_YG_MG1655_Glc_2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17036650.0	0.0	20-101	51.0	19.696826679711148	99.71938192074144	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	17049952	4659810	17049952	1722045152	792368	1713439453	0.4997371288438783	0.0148	0.5081	0.4771		
YTF_YG_yfeCKO_24hr_1	15954178	882043	301775	13218175	0	0	0	0	5451	0	0	0	0	1481131	56030	9573	5.528601974981099	15954178.0	2736003.0	17.15	13218175.0	82.85	YTF_YG_yfeCKO_24hr_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15954178.0	0.0	20-101	51.0	15.82061522842721	99.70905326491906	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	15968947	5842708	15968947	1612863647	2359907	1601427164	0.7090793459988003	0.0123	0.6112	0.3765		
YTF_YG_yfeCKO_24hr_2	14589819	827575	248076	12058207	0	0	0	0	4356	0	0	0	0	1390087	52802	8716	5.67227735998644	14589819.0	2531612.0	17.35	12058207.0	82.65	YTF_YG_yfeCKO_24hr_2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14589819.0	0.0	20-101	51.0	16.305368775232797	99.6760720609351	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	pass	2.6	14604123	5363942	14604123	1475016423	2213805	1464275841	0.728166943263926	0.0131	0.618	0.3688		
YTF_YG_ygbIKO_glc_1	18130259	1475968	161403	15418907	0	0	0	0	8465	0	0	0	0	964094	80512	20910	8.140909625174135	18130259.0	2711352.0	14.95	15418907.0	85.05	YTF_YG_ygbIKO_glc_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18130259.0	0.0	20-101	51.0	19.45602537280881	99.77697406308428	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	18144785	6080913	18144785	1832623285	2797979	1821199838	0.6233385275359523	0.0162	0.5101	0.4737		
YTF_YG_ygbIKO_glc_2	16238457	1275554	92835	13917453	0	0	0	0	10392	0	0	0	0	862150	58078	21995	7.855142887036619	16238457.0	2321004.0	14.29	13917453.0	85.71	YTF_YG_ygbIKO_glc_2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16238457.0	0.0	20-101	51.0	19.307028395951832	99.72429658803172	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	16251616	5443656	16251616	1641413216	2454256	1630806423	0.6461988301670895	0.0131	0.5364	0.4504		
YTF_ytf3__wt_pH55_pyruvate__1	6635484	393139	119936	5746160	0	0	0	0	13117	0	0	0	0	317442	22874	22816	5.924797648521193	6635484.0	889324.0	13.4	5746160.0	86.6	YTF_ytf3__wt_pH55_pyruvate__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6635484.0	0.0	20-51	52.0	31.45839186053051	50.57113151052734	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6649339	1942417	6649339	339116289	208365	336116917	0.8844670979517589	0.0321	0.5328	0.4351		
YTF_ytf3__wt_pH55_pyruvate__2	6073772	394462	43382	5322836	0	0	0	0	7895	0	0	0	0	263193	23013	18991	6.4945144467062645	6073772.0	750936.0	12.36	5322836.0	87.64	YTF_ytf3__wt_pH55_pyruvate__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6073772.0	0.0	20-51	52.0	34.30897171807425	50.57040023892896	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6081827	1799141	6081827	310173177	185916	307519354	0.8555939703322574	0.0451	0.5292	0.4257		
YTF_ytf3__wt_pH55_succinate__1	6193120	384841	75624	5475056	0	0	0	0	6687	0	0	0	0	210859	22279	17774	6.214008448084326	6193120.0	718064.0	11.59	5475056.0	88.41	YTF_ytf3__wt_pH55_succinate__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6193120.0	0.0	20-51	52.0	33.68765601943679	50.565846616891	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6203004	1936720	6203004	316353204	794842	312953275	1.07472564115393	0.0377	0.4894	0.4729		
YTF_ytf3__wt_pH55_succinate__2	6444126	364575	104488	5742572	0	0	0	0	3735	0	0	0	0	192933	21206	14617	5.657477833301211	6444126.0	701554.0	10.89	5742572.0	89.11	YTF_ytf3__wt_pH55_succinate__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6444126.0	0.0	20-51	52.0	81.70778223685673	50.51453789078612	pass	pass	pass	fail	pass	pass	warn	pass	warn	pass	warn	2.6	6454084	1895951	6454084	329158284	200900	326308594	0.8657506550860496	0.0398	0.4508	0.5094		
YTF_ytf3__wt_pH7_pyruvate__1	25605051	1133064	181061	23004975	0	0	0	0	64565	0	0	0	0	1081284	74851	65251	4.425158145554954	25605051.0	2600076.0	10.15	23004975.0	89.85	YTF_ytf3__wt_pH7_pyruvate__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25605051.0	0.0	20-51	52.0	23.977309241373003	50.57259100948481	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	25645315	7902917	25645315	1307911065	3841464	1293519702	1.1003319250915582	0.1026	0.4367	0.4607		
YTF_ytf3__wt_pH7_pyruvate__2	7787843	431036	103712	6791625	0	0	0	0	19128	0	0	0	0	389682	26537	26123	5.534728935855538	7787843.0	996218.0	12.79	6791625.0	87.21	YTF_ytf3__wt_pH7_pyruvate__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7787843.0	0.0	20-51	52.0	76.48419823699378	50.50494097017621	pass	pass	pass	fail	pass	pass	warn	pass	fail	pass	warn	2.6	7798853	2443459	7798853	397741503	1033064	393439600	1.081582627800348	0.0491	0.5016	0.4492		
YTF_ytf3__wt_pH7_succinate__1	6797597	375313	71061	6037539	0	0	0	0	7392	0	0	0	0	266451	22755	17086	5.521259939357982	6797597.0	760058.0	11.18	6037539.0	88.82	YTF_ytf3__wt_pH7_succinate__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6797597.0	0.0	20-51	52.0	34.603418322234994	50.57057265972078	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	6808327	2119916	6808327	347224677	934703	343472533	1.0806098323478317	0.0601	0.4722	0.4676		
YTF_ytf3__wt_pH7_succinate__2	7050628	343743	31018	6336915	0	0	0	0	14650	0	0	0	0	283069	23561	17672	4.87535294728356	7050628.0	713713.0	10.12	6336915.0	89.88	YTF_ytf3__wt_pH7_succinate__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7050628.0	0.0	20-51	51.0	36.24863187223066	50.534876184078925	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	2.6	7068583	2147192	7068583	360497733	297567	357120091	0.9369384855465928	0.0892	0.4651	0.4457		
antibiotICA_pilot_1	15767450	11966402	577609	942446	0	0	0	0	187014	0	0	0	0	1541684	451464	100831	75.89307085165959	15767450.0	14825004.0	94.02	942446.0	5.98	antibiotICA_pilot_1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15767450.0	0.0	20-101	52.0	15.993103143170458	97.92112142419984	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	15994809	5757358	15994809	1615475709	5458062	1573879002	2.5748890415535177	0.0142	0.4199	0.566		
antibiotICA_pilot_10	9153140	7405008	141006	240687	0	0	0	0	44123	0	0	0	0	946452	272675	103189	80.90128633452564	9153140.0	8912453.0	97.37	240687.0	2.63	antibiotICA_pilot_10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9153140.0	0.0	20-101	52.0	17.686845020984993	99.59483455950637	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9164064	2816968	9164064	925570464	249322	918632449	0.7495933880621325	0.0097	0.4239	0.5664		
antibiotICA_pilot_11	15474596	11590484	585291	930505	0	0	0	0	104070	0	0	0	0	1788433	383340	92473	74.90007493572045	15474596.0	14544091.0	93.99	930505.0	6.01	antibiotICA_pilot_11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15474596.0	0.0	20-101	52.0	19.949958421258195	98.3411308443852	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	pass	2.6	16047951	5597364	16047951	1620843051	8789165	1583565617	2.299879311386825	0.0112	0.4383	0.5505		
antibiotICA_pilot_12	15242211	11736493	373177	911908	0	0	0	0	176627	0	0	0	0	1553300	391631	99075	76.99993786990615	15242211.0	14330303.0	94.02	911908.0	5.98	antibiotICA_pilot_12_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15242211.0	0.0	20-101	52.0	17.052479212971438	98.32467638717245	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	15948350	5690739	15948350	1610783350	1701539	1509994328	6.257143271315786	0.0118	0.4433	0.5449		
antibiotICA_pilot_13	9725697	7716010	146477	305920	0	0	0	0	64180	0	0	0	0	1150544	247042	95524	79.33631903194187	9725697.0	9419777.0	96.85	305920.0	3.15	antibiotICA_pilot_13_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9725697.0	0.0	20-101	52.0	18.4399949432252	99.4267596450928	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9749979	3142771	9749979	984747879	573608	976330871	0.8547373576013562	0.0098	0.4603	0.5299		
antibiotICA_pilot_14	9514398	7498599	174818	270189	0	0	0	0	45211	0	0	0	0	1197743	254200	73638	78.81317346615099	9514398.0	9244209.0	97.16	270189.0	2.84	antibiotICA_pilot_14_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9514398.0	0.0	20-101	52.0	15.150176324658675	99.44248958263046	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9526974	3084776	9526974	962224374	460128	954309127	0.8225988879387917	0.0094	0.4613	0.5292		
antibiotICA_pilot_15	14652932	11497002	408322	432015	0	0	0	0	68303	0	0	0	0	1746189	380916	120185	78.46212621473983	14652932.0	14220917.0	97.05	432015.0	2.95	antibiotICA_pilot_15_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14652932.0	0.0	20-101	52.0	15.126071868957055	99.47060356248156	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	14670203	4721680	14670203	1481690503	813354	1469793246	0.8029515594458797	0.0099	0.4509	0.5392		
antibiotICA_pilot_16	11904586	9411208	240957	343181	0	0	0	0	55005	0	0	0	0	1445795	315280	93160	79.0553153213392	11904586.0	11561405.0	97.12	343181.0	2.88	antibiotICA_pilot_16_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11904586.0	0.0	20-101	51.0	13.85526360999045	99.38711501601148	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	11929135	3774381	11929135	1204842635	392364	1192362706	1.0358140256216946	0.0104	0.4532	0.5364		
antibiotICA_pilot_17	7105204	5642937	117957	246589	0	0	0	0	42110	0	0	0	0	760468	211889	83254	79.41977457649351	7105204.0	6858615.0	96.53	246589.0	3.47	antibiotICA_pilot_17_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7105204.0	0.0	20-101	52.0	19.03237788927288	99.54070931672054	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	7114178	2276096	7114178	718531978	493027	713192179	0.7431539811022857	0.0102	0.4342	0.5555		
antibiotICA_pilot_18	10810796	8620580	210494	314679	0	0	0	0	51360	0	0	0	0	1176996	319845	116842	79.74047424444971	10810796.0	10496117.0	97.09	314679.0	2.91	antibiotICA_pilot_18_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10810796.0	0.0	20-101	52.0	15.91846693180342	99.48190124020468	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	10820477	3503119	10820477	1092868177	557343	1084258757	0.7877821114375809	0.011	0.431	0.558		
antibiotICA_pilot_19	9488941	7507505	128821	277943	0	0	0	0	67242	0	0	0	0	1159300	244514	103616	79.1184706491483	9488941.0	9210998.0	97.07	277943.0	2.93	antibiotICA_pilot_19_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9488941.0	0.0	20-101	51.0	14.605459304605144	99.59088964722196	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	9502528	3007868	9502528	959755328	495639	953288399	0.6738101692518034	0.0094	0.4484	0.5422		
antibiotICA_pilot_2	14442127	10758139	618628	838890	0	0	0	0	227286	0	0	0	0	1454185	436836	108163	74.49137512777723	14442127.0	13603237.0	94.19	838890.0	5.81	antibiotICA_pilot_2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14442127.0	0.0	20-101	52.0	17.235729455627933	97.3039432488026	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	15165063	5947133	15165063	1531671363	1848750	1415733742	7.569353570267149	0.0151	0.3991	0.5858		
antibiotICA_pilot_20	634350	927	2	566416	0	0	0	0	65290	0	0	0	0	1715	0	0	0.1461338377867108	634350.0	67934.0	10.71	566416.0	89.29	antibiotICA_pilot_20_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	634350.0	0.0	20-101	52.0	9.489398596989044	90.78936864506976	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass	pass	2.6	1666098	263306	1666098	168275898	745091	161453797	4.054116531887413	0.0608	0.0092	0.93		
antibiotICA_pilot_21	8685461	6879255	187099	249894	0	0	0	0	37031	0	0	0	0	986248	266362	79572	79.2042587031362	8685461.0	8435567.0	97.12	249894.0	2.88	antibiotICA_pilot_21_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8685461.0	0.0	20-101	51.0	15.421297884659632	99.39436881934074	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8695459	2853745	8695459	878241359	441305	870557309	0.8749360208621193	0.0109	0.4277	0.5615		
antibiotICA_pilot_22	9115195	7317596	179285	255340	0	0	0	0	38330	0	0	0	0	952422	281378	90844	80.27909441322979	9115195.0	8859855.0	97.2	255340.0	2.8	antibiotICA_pilot_22_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9115195.0	0.0	20-101	51.0	15.127098182351414	99.48944153142088	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	9125702	2933109	9125702	921695902	442386	914526595	0.7778386542072312	0.0106	0.4252	0.5642		
antibiotICA_pilot_23	8941761	7036024	188135	264447	0	0	0	0	37145	0	0	0	0	1095112	242897	78001	78.68722950658153	8941761.0	8677314.0	97.04	264447.0	2.96	antibiotICA_pilot_23_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8941761.0	0.0	20-101	52.0	16.691833986258192	99.41945686090246	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	8951437	2926599	8951437	904095137	440354	896365959	0.8549075958584655	0.0101	0.4362	0.5537		
antibiotICA_pilot_24	8332042	6554285	176013	246258	0	0	0	0	40679	0	0	0	0	1011697	224395	78715	78.66360971296112	8332042.0	8085784.0	97.04	246258.0	2.96	antibiotICA_pilot_24_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8332042.0	0.0	20-101	51.0	15.125445667064827	99.48536241175933	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2.6	8341181	2598586	8341181	842459281	253089	835369209	0.8415922478275837	0.0104	0.4339	0.5557		
antibiotICA_pilot_25	14708446	10988207	318055	888018	0	0	0	0	32875	0	0	0	0	2012241	396012	73038	74.70678411573867	14708446.0	13820428.0	93.96	888018.0	6.04	antibiotICA_pilot_25_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14708446.0	0.0	20-101	52.0	18.055302969461508	99.37785473733936	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	14771037	4865614	14771037	1491874737	3092217	1476588463	1.024635220430038	0.0124	0.4526	0.535		
antibiotICA_pilot_26	14598533	10830982	369494	1035187	0	0	0	0	35587	0	0	0	0	1847247	404572	75464	74.19226301711275	14598533.0	13563346.0	92.91	1035187.0	7.09	antibiotICA_pilot_26_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14598533.0	0.0	20-101	51.0	22.94840568162785	99.06558761760512	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	pass	2.6	14750024	4763166	14750024	1489752424	1410369	1457939628	2.1354418014358605	0.0138	0.4556	0.5306		
antibiotICA_pilot_27	12592920	9149150	493081	781986	0	0	0	0	55740	0	0	0	0	1706312	328793	77858	72.65312572461352	12592920.0	11810934.0	93.79	781986.0	6.21	antibiotICA_pilot_27_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12592920.0	0.0	20-101	52.0	18.347015833848708	98.71707324433096	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	12786617	4335800	12786617	1291448317	1264093	1252418798	3.0221510598786123	0.0118	0.4399	0.5483		
antibiotICA_pilot_28	12793935	9207946	544512	865338	0	0	0	0	86215	0	0	0	0	1668667	326734	94523	71.97118009431813	12793935.0	11928597.0	93.24	865338.0	6.76	antibiotICA_pilot_28_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12793935.0	0.0	20-101	52.0	18.146849365553837	98.57052720683669	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2.6	13317205	4642868	13317205	1345037705	9231478	1314638501	2.260100507740041	0.012	0.4316	0.5564		
antibiotICA_pilot_29	11599102	8414574	485124	741314	0	0	0	0	47124	0	0	0	0	1489764	347748	73454	72.54504702174358	11599102.0	10857788.0	93.61	741314.0	6.39	antibiotICA_pilot_29_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11599102.0	0.0	20-101	51.0	22.084297531199446	98.59791111415348	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	pass	2.6	11675513	3997585	11675513	1179226813	1131564	1152736588	2.246406264508845	0.0142	0.4254	0.5604		
antibiotICA_pilot_3	14568452	10913433	544079	935989	0	0	0	0	141380	0	0	0	0	1537571	411481	84519	74.91141131535458	14568452.0	13632463.0	93.58	935989.0	6.42	antibiotICA_pilot_3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14568452.0	0.0	20-101	51.0	22.28739281890451	97.84537794406708	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	pass	2.6	14919567	5474533	14919567	1506876267	1541830	1436690308	4.657712151756916	0.0133	0.4348	0.5519		
