	sample_id	study	project	reference_condition	condition	rep_id	Strain Description	Strain	Culture Type	Evolved Sample	Base Media	Temperature (C)	pH	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Antibiotic for selection	Growth_Phase	Growth Rate (1/hr)	Isolate Type	Additional Details	Sequencing Machine	LibraryLayout	Platform	Biological Replicates	doi	GEO	SRX	Run	R1	R2	contact	creator	passed_fastqc	passed_pct_reads_mapped	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_similar_replicates	passed_number_replicates	run_date	n_replicates	PxK_sample_type	deleted_genes	mutated_genes	overexpressed_genes	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57
p1k_00042	misc__wt_no_te__2	Misc	misc	p1k_00041;p1k_00042	wt_no_te	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/s41467-019-13483-w	GSE122211	SRX4985292	SRR8164477	s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R1_001.fastq.gz	s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R2_001.fastq.gz	Sangwoo Seo	Sangwoo Seo	True	True	True	True	misc:wt_no_te	True	True	3/13/15	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00049	misc__nitr_031__1	Misc	misc	p1k_00041;p1k_00042	nitr_031	1	Escherichia coli K-12 MG1655	MG1655	Chemostat	No	M9	37.0	7.0	glucose(4)	NH4Cl(10mM)	O2	sauer trace element mixture	0	0	0	0.0	0	chemostat w/ dilution rate 0.31 h^-1	MiSeq	PAIRED	ILLUMINA	1.0	doi.org/10.1038/s41467-019-13483-w	GSE72020	SRX1144222	SRR2157520	s3://precise-db/raw_data/misc/0-3_S1_L001_R1_001.fastq.gz	s3://precise-db/raw_data/misc/0-3_S1_L001_R2_001.fastq.gz	Jose Utrilla	Jose Utrilla	True	True	True	True	misc:nitr_031	True	False	7/24/14	1.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00050	omics__wt_glu__1	Omics	omics	p1k_00050;p1k_00051	wt_glu	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	glutamate (10mM)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/s41467-019-13483-w	GSE122211	SRX4985299	SRR8164484	s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R1_001.fastq.gz	s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R2_001.fastq.gz	Donghyuk Kim	Donghyuk Kim	True	True	True	True	omics:wt_glu	True	True	7/2/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00051	omics__wt_glu__2	Omics	omics	p1k_00050;p1k_00051	wt_glu	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	glutamate (10mM)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/s41467-019-13483-w	GSE122211	SRX4985300	SRR8164485	s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R1_001.fastq.gz	s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R2_001.fastq.gz	Donghyuk Kim	Donghyuk Kim	True	True	True	True	omics:wt_glu	True	True	7/2/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00052	omics__wt_gly__1	Omics	omics	p1k_00050;p1k_00051	wt_gly	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	glycine (10mM)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/ncomms13091	GSE59760	SRX661397	SRR1525108	s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R1_001.fastq.gz	s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R2_001.fastq.gz	Donghyuk Kim	Donghyuk Kim	True	True	True	True	omics:wt_gly	True	True	7/3/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00053	omics__wt_gly__2	Omics	omics	p1k_00050;p1k_00051	wt_gly	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	glycine (10mM)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/ncomms13091	GSE59760	SRX661398	SRR1525109	s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R1_001.fastq.gz	s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R2_001.fastq.gz	Donghyuk Kim	Donghyuk Kim	True	True	True	True	omics:wt_gly	True	True	7/3/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00054	omics__wt_thr__1	Omics	omics	p1k_00050;p1k_00051	wt_thr	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	threonine (10mM)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/ncomms13091	GSE59760	SRX661399	SRR1525110	s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R1_001.fastq.gz	s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R2_001.fastq.gz	Donghyuk Kim	Donghyuk Kim	True	True	True	True	omics:wt_thr	True	True	7/7/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00055	omics__wt_thr__2	Omics	omics	p1k_00050;p1k_00051	wt_thr	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	threonine (10mM)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/ncomms13091	GSE59760	SRX661400	SRR1525111	s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R1_001.fastq.gz	s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R2_001.fastq.gz	Donghyuk Kim	Donghyuk Kim	True	True	True	True	omics:wt_thr	True	True	7/7/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00064	ompr__wt_nacl__1	OmpR	ompr	p1k_00064;p1k_00065	wt_nacl	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(2)	NH4Cl(1)	O2	0	NaCl (0.3M)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/s41598-017-02110-7	GSE88980	SRX2254712	SRR4435464	s3://precise-db/raw_data/ompr/WTNaCl2_S2_L001_R1_001.fastq	s3://precise-db/raw_data/ompr/WTNaCl2_S2_L001_R2_001.fastq	Sangwoo Seo	Sangwoo Seo	True	True	True	True	ompr:wt_nacl	True	True	7/29/15	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00065	ompr__wt_nacl__2	OmpR	ompr	p1k_00064;p1k_00065	wt_nacl	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(2)	NH4Cl(1)	O2	0	NaCl (0.3M)	0	0	0.0	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1038/s41598-017-02110-7	GSE88980	SRX2254713	SRR4435465	s3://precise-db/raw_data/ompr/WTNaCl1_S1_L001_R1_001.fastq	s3://precise-db/raw_data/ompr/WTNaCl1_S1_L001_R2_001.fastq	Sangwoo Seo	Sangwoo Seo	True	True	True	True	ompr:wt_nacl	True	True	7/29/15	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00068	minspan__wt_ade__1	MinSpan	minspan	p1k_00070;p1k_00071;p1k_00072	wt_ade	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	adenine (10mM)	0	0	0.0	0	0	GAIIX	PAIRED	ILLUMINA	1.0	doi.org/10.15252/msb.20145243	GSE48324	SRX315215	SRR922263	s3://precise-db/raw_data/minspan/SRR922263_1.fastq	s3://precise-db/raw_data/minspan/SRR922263_2.fastq	Aarash Bordbar	Haythem Latif	True	True	True	True	minspan:wt_ade	True	False	10/1/12	1.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00071	minspan__wt_glc__3	MinSpan	minspan	p1k_00070;p1k_00071;p1k_00072	wt_glc	3	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.0	0	0	GAIIX	PAIRED	ILLUMINA	4.0	doi.org/10.15252/msb.20145243	GSE48324	SRX315214	SRR922262	s3://precise-db/raw_data/minspan/SRR922262_1.fastq	s3://precise-db/raw_data/minspan/SRR922262_2.fastq	Aarash Bordbar	Haythem Latif	True	True	True	True	minspan:wt_glc	True	True	10/1/12	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00072	minspan__wt_glc__4	MinSpan	minspan	p1k_00070;p1k_00071;p1k_00072	wt_glc	4	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	0	0	0.0	0	Bridging Study between MiSeq & GAIIX	MiSeq	PAIRED	ILLUMINA	4.0	doi.org/10.1038/s41467-019-13483-w	GSE122211	SRX4985301	SRR8164486	s3://precise-db/raw_data/minspan/wt_S1_L001_R1_001.fastq.gz	s3://precise-db/raw_data/minspan/wt_S1_L001_R2_001.fastq.gz	Aarash Bordbar	Haythem Latif	True	True	True	True	minspan:wt_glc	True	True	10/1/12	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00073	minspan__wt_glc_anaero__1	MinSpan	minspan	p1k_00070;p1k_00071;p1k_00072	wt_glc_anaero	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	0	sauer trace element mixture	0	0	0	0.0	0	0	GAIIX	PAIRED	ILLUMINA	2.0	doi.org/10.15252/msb.20145243	GSE48324	SRX315218	SRR922266	s3://precise-db/raw_data/minspan/SRR922266_1.fastq	s3://precise-db/raw_data/minspan/SRR922266_2.fastq	Aarash Bordbar	Haythem Latif	True	True	True	True	minspan:wt_glc_anaero	True	True	10/1/12	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00074	minspan__wt_glc_anaero__2	MinSpan	minspan	p1k_00070;p1k_00071;p1k_00072	wt_glc_anaero	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	0	sauer trace element mixture	0	0	0	0.0	0	0	GAIIX	PAIRED	ILLUMINA	2.0	doi.org/10.15252/msb.20145243	GSE48324	SRX315219	SRR922267	s3://precise-db/raw_data/minspan/SRR922267_1.fastq	s3://precise-db/raw_data/minspan/SRR922267_2.fastq	Aarash Bordbar	Haythem Latif	True	True	True	True	minspan:wt_glc_anaero	True	True	10/1/12	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00075	minspan__wt_trp__1	MinSpan	minspan	p1k_00070;p1k_00071;p1k_00072	wt_trp	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	L-tryptophan (20mg/L)	0	0	0.0	0	0	GAIIX	PAIRED	ILLUMINA	1.0	doi.org/10.15252/msb.20145243	GSE48324	SRX315216	SRR922264	s3://precise-db/raw_data/minspan/SRR922264_1.fastq	s3://precise-db/raw_data/minspan/SRR922264_2.fastq	Aarash Bordbar	Haythem Latif	True	True	True	True	minspan:wt_trp	True	False	10/1/12	1.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00082	cra_crp__wt_ac__1	Cra/Crp	cra_crp	p1k_00082;p1k_00083	wt_ac	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	0	0	0.25	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865361	SRR1787594	s3://precise-db/raw_data/cra_crp/MG1655acetate-1_S1_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/MG1655acetate-1_S1_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:wt_ac	True	True	7/8/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00083	cra_crp__wt_ac__2	Cra/Crp	cra_crp	p1k_00082;p1k_00083	wt_ac	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	0	0	0.25	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865362	SRR1787595	s3://precise-db/raw_data/cra_crp/MG1655acetate-2_S2_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/MG1655acetate-2_S2_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:wt_ac	True	True	7/8/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00084	cra_crp__wt_fru__1	Cra/Crp	cra_crp	p1k_00082;p1k_00083	wt_fru	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	0	0	0.53	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865359	SRR1787592	s3://precise-db/raw_data/cra_crp/MG1655fructose1_S1_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/MG1655fructose1_S1_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:wt_fru	True	True	7/8/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00085	cra_crp__wt_fru__2	Cra/Crp	cra_crp	p1k_00082;p1k_00083	wt_fru	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37.0	7.0	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	0	0	0.53	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865360	SRR1787593	s3://precise-db/raw_data/cra_crp/MG1655fructose2_S2_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/MG1655fructose2_S2_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:wt_fru	True	True	7/8/14	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00086	cra_crp__delcra_ac__1	Cra/Crp	cra_crp	p1k_00082;p1k_00083	delcra_ac	1	Escherichia coli K-12 MG1655 del_cra	MG1655	Batch	No	M9	37.0	7.0	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	Kanamycin	0	0.08	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865367	SRR1787600	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-ace-1_S1_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-ace-1_S1_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:delcra_ac	True	True	11/19/14	2.0	genetic_perturbation	cra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00087	cra_crp__delcra_ac__2	Cra/Crp	cra_crp	p1k_00082;p1k_00083	delcra_ac	2	Escherichia coli K-12 MG1655 del_cra	MG1655	Batch	No	M9	37.0	7.0	acetate(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	Kanamycin	0	0.08	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865368	SRR1787601	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-ace-2_S2_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-ace-2_S2_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:delcra_ac	True	True	11/19/14	2.0	genetic_perturbation	cra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00088	cra_crp__delcra_fru__1	Cra/Crp	cra_crp	p1k_00082;p1k_00083	delcra_fru	1	Escherichia coli K-12 MG1655 del_cra	MG1655	Batch	No	M9	37.0	7.0	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	Kanamycin	0	0.69	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865365	SRR1787598	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-fru-1_S1_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-fru-1_S1_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:delcra_fru	True	True	11/17/14	2.0	genetic_perturbation	cra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00089	cra_crp__delcra_fru__2	Cra/Crp	cra_crp	p1k_00082;p1k_00083	delcra_fru	2	Escherichia coli K-12 MG1655 del_cra	MG1655	Batch	No	M9	37.0	7.0	fructose(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	Kanamycin	0	0.69	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865366	SRR1787599	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-fru-2_S2_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-fru-2_S2_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:delcra_fru	True	True	11/17/14	2.0	genetic_perturbation	cra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00090	cra_crp__delcra_glc__1	Cra/Crp	cra_crp	p1k_00082;p1k_00083	delcra_glc	1	Escherichia coli K-12 MG1655 del_cra	MG1655	Batch	No	M9	37.0	7.0	glucose(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	Kanamycin	0	0.67	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865363	SRR1787596	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-glc-1_S1_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-glc-1_S1_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:delcra_glc	True	True	11/18/14	2.0	genetic_perturbation	cra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00091	cra_crp__delcra_glc__2	Cra/Crp	cra_crp	p1k_00082;p1k_00083	delcra_glc	2	Escherichia coli K-12 MG1655 del_cra	MG1655	Batch	No	M9	37.0	7.0	glucose(2)	NH4Cl(1)	O2	aebersold trace element mixture	0	Kanamycin	0	0.67	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1093/nar/gky069	GSE65643	SRX865364	SRR1787597	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-glc-2_S2_L001_R1_001.fastq	s3://precise-db/raw_data/cra_crp/RNAseq-dcra-glc-2_S2_L001_R2_001.fastq	Donghyuk Kim	Donghyuk Kim	True	True	True	True	cra_crp:delcra_glc	True	True	11/18/14	2.0	genetic_perturbation	cra	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00092	rpoB__wt_031__1	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	wt_031	1	Escherichia coli K-12 MG1655	MG1655	Chemostat	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	0	chemostat w/ dilution rate 0.31 h^-1	MiSeq	PAIRED	ILLUMINA	1.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651939	SRR1514293	s3://precise-db/raw_data/rpoB/SRR1514293_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514293_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:wt_031	True	False	8/7/13	1.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00093	rpoB__wt_044__1	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	wt_044	1	Escherichia coli K-12 MG1655	MG1655	Chemostat	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	0	chemostat w/ dilution rate 0.44 h^-1	MiSeq	PAIRED	ILLUMINA	1.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651940	SRR1514294	s3://precise-db/raw_data/rpoB/SRR1514294_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514294_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:wt_044	True	False	8/7/13	1.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00094	rpoB__wt_lb__1	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	wt_lb	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	LB	37.0	7.0	0	0	O2	0	0	0	0	1.42	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651938	SRR1514291	s3://precise-db/raw_data/rpoB/SRR1514291_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514291_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:wt_lb	True	True	12/18/13	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00095	rpoB__wt_lb__2	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	wt_lb	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	LB	37.0	7.0	0	0	O2	0	0	0	0	1.42	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651938	SRR1514292	s3://precise-db/raw_data/rpoB/SRR1514292_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514292_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:wt_lb	True	True	12/18/13	2.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00096	rpoB__rpoBE546V_031__1	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	rpoBE546V_031	1	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	Chemostat	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	Kanamycin	0	0.0	0	chemostat w/ dilution rate 0.31 h^-1	MiSeq	PAIRED	ILLUMINA	1.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651943	SRR1514298	s3://precise-db/raw_data/rpoB/SRR1514298_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514298_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:rpoBE546V_031	True	False	8/13/13	1.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00097	rpoB__rpoBE546V_044__1	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	rpoBE546V_044	1	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	Chemostat	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	Kanamycin	0	0.0	0	chemostat w/ dilution rate 0.44 h^-1	MiSeq	PAIRED	ILLUMINA	1.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651944	SRR1514299	s3://precise-db/raw_data/rpoB/SRR1514299_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514299_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:rpoBE546V_044	True	False	8/13/13	1.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00098	rpoB__rpoBE546V_lb__1	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	rpoBE546V_lb	1	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	Batch	No	LB	37.0	7.0	0	0	O2	0	0	Kanamycin	0	1.34	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651942	SRR1514296	s3://precise-db/raw_data/rpoB/SRR1514296_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514296_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:rpoBE546V_lb	True	True	12/18/13	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00099	rpoB__rpoBE546V_lb__2	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	rpoBE546V_lb	2	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	Batch	No	LB	37.0	7.0	0	0	O2	0	0	Kanamycin	0	1.34	0	0	MiSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651942	SRR1514297	s3://precise-db/raw_data/rpoB/SRR1514297_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514297_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:rpoBE546V_lb	True	True	12/18/13	2.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00100	rpoB__rpoBE546V_glc__1	RpoB Knock-in	rpoB	p1k_00001;p1k_00002	rpoBE546V_glc	1	Escherichia coli K-12 MG1655 rpoBE546V	MG1655	Batch	No	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	0	Kanamycin	0	0.85	0	0	MiSeq	PAIRED	ILLUMINA	1.0	doi.org/10.1016/j.cels.2016.04.003	GSE59377	SRX651941	SRR1514295	s3://precise-db/raw_data/rpoB/SRR1514295_1.fastq	s3://precise-db/raw_data/rpoB/SRR1514295_2.fastq	Jose Utrilla	Jose Utrilla	True	True	True	True	rpoB:rpoBE546V_glc	True	False	12/20/13	1.0	genetic_perturbation	0	rpoB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
